sample_id,patch_layers,suffix_start,alpha,context_tokens,max_new_tokens,first_token_match,exact_match,prefix_match_tokens,token_f1,sequence_similarity,reference_continuation_ce,suffix_continuation_ce,reference_text,suffix_text
0,none,0,0.0,128,8,1,1,8,1.0,1.0,0.9003846645355225,0.9003846645355225,.00|游戏开始|9821,.00|游戏开始|9821
0,none,9,0.0,128,8,0,0,0,0.25,0.25,0.9003846645355225,4.089380741119385,.00|游戏开始|9821, of the game. 0.00
0,none,13,0.0,128,8,0,0,0,0.0,0.0,0.9003846645355225,5.191855430603027,.00|游戏开始|9821," of the year 2019, the"
0,12,0,1.0,128,8,1,1,8,1.0,1.0,0.9003846645355225,0.9003846645355225,.00|游戏开始|9821,.00|游戏开始|9821
0,12,9,1.0,128,8,0,0,0,0.0,0.0,0.9003846645355225,4.914693355560303,.00|游戏开始|9821, of the year 2019\n0
0,12,13,1.0,128,8,0,0,0,0.0,0.0,0.9003846645355225,5.191855430603027,.00|游戏开始|9821," of the year 2019, the"
0,12,0,0.5,128,8,1,1,8,1.0,1.0,0.9003846645355225,0.9003846645355225,.00|游戏开始|9821,.00|游戏开始|9821
0,12,9,0.5,128,8,0,0,0,0.0,0.0,0.9003846645355225,4.914693355560303,.00|游戏开始|9821, of the year 2019\n0
0,12,13,0.5,128,8,0,0,0,0.0,0.0,0.9003846645355225,5.191855430603027,.00|游戏开始|9821," of the year 2019, the"
0,"8,12,15",0,1.0,128,8,1,0,6,0.75,0.75,0.9003846645355225,0.8780984878540039,.00|游戏开始|9821,.00|游戏开始|9302
0,"8,12,15",9,1.0,128,8,0,0,0,0.0,0.0,0.9003846645355225,4.914693355560303,.00|游戏开始|9821, of the year 2019\n0
0,"8,12,15",13,1.0,128,8,0,0,0,0.0,0.0,0.9003846645355225,5.191855430603027,.00|游戏开始|9821," of the year 2019, the"
0,"8,12,15",0,0.5,128,8,1,1,8,1.0,1.0,0.9003846645355225,0.9003846645355225,.00|游戏开始|9821,.00|游戏开始|9821
0,"8,12,15",9,0.5,128,8,0,0,0,0.0,0.0,0.9003846645355225,4.914693355560303,.00|游戏开始|9821, of the year 2019\n0
0,"8,12,15",13,0.5,128,8,0,0,0,0.0,0.0,0.9003846645355225,5.191855430603027,.00|游戏开始|9821," of the year 2019, the"
